temperature,humidity,occupants,ac_hours,refrigerator_hours,washing_machine_hours,tv_hours,lighting_hours,computer_hours,other_appliance_hours,previous_consumption,hour,day_of_week,month,energy_consumption
28.284688768272233,39.37901824253165,4,3.5313779328117647,20.63051318821147,0.8082820038646372,0.6432419452904947,4.354936135480622,8.182872775698215,3.1714241564785697,14.949257252131813,15,1,7,17.66429287057194
29.848291377240848,74.27705684385552,5,9.501807108180417,18.3975281817252,0.5945502226482646,9.431740511585732,10.091012968820294,9.579855009418692,2.652608097821978,2.5832731616260203,4,3,8,22.33062109651605
18.929008254399953,51.628470308493235,2,5.7848235973085895,23.742041506916127,1.4118133262191104,2.1537692170507583,7.4133564610471305,6.160785999206309,0.7775728128272552,11.61110486605788,17,4,11,18.71455565698974
30.150897038028766,70.27624951374796,2,3.6577151896302196,22.758370325421286,1.348347363524295,5.124061434601495,2.682336746898372,7.848504167905505,2.4879825056812934,14.858701558387374,18,0,10,18.556260040445054
21.41048247374583,46.23863651890594,3,9.496021470336316,20.389862207181427,3.038371530951898,0.6358804246578653,2.87811934211446,5.3258385935964565,4.9090524997232965,8.997011306507275,22,1,4,19.327396483717692
19.30103185970559,34.87377808840036,4,3.2907741689003203,23.894370321736613,1.7759960829869046,8.949323786658212,10.339236165278756,5.981033609956308,3.4886137767873264,11.304126705151603,9,5,10,20.611101616242358
36.977710745066666,89.5549077292658,2,0.9487071267517977,20.07321450209176,3.1195343429380533,9.799402545648043,7.508490547639066,0.13352434525679246,0.5458530764154865,7.734436694900313,9,1,1,14.919348195607363
37.31264066149119,39.37209047583596,5,9.968488878594199,20.232721176048173,2.9948523881001834,1.4629250272118988,4.7844495411351815,5.242872668360271,1.9936507987641567,6.6380582821106815,11,3,7,19.75706683361544
34.167946962329225,89.30525963780886,1,2.6784492055891382,21.658388119139524,2.3132417205036933,2.9578654249351977,2.245209110823451,5.755637498240401,5.878812155481519,11.053955193879755,20,3,12,15.641161694324381
24.092275383467413,88.63679595398685,4,8.512578486996073,19.64608431693214,3.3340483989666203,0.15874421793847793,7.322591678942421,6.700475457653865,3.2670448284124376,14.845162253398243,2,6,10,21.97240805309461
19.95344228012768,77.62908623448237,3,1.6554079482308726,22.191428910784396,0.7825909862108285,7.869654919674565,2.2117245602340607,1.6939060883268864,1.7183764775754145,3.1916634039090814,3,4,11,11.693579738464049
31.684660530243136,69.56537772491986,6,7.31353971777378,18.917101823703035,0.6472419826420532,3.114643326814126,5.642004374619613,2.413742623850925,5.480668477211523,7.487579245485204,21,1,11,17.946850789015137
26.803049874792027,64.66842301506509,2,5.24449394472252,18.648151916148922,3.002601034010673,5.888374693418312,8.130126410894835,7.5600463169226275,2.016003804020331,14.228044438095829,23,1,9,21.0192797737377
20.440764696895577,81.96609272267008,5,9.809065582901296,21.209268045384935,0.979188248621182,0.39218501280014584,6.784985211853449,1.6763882002736563,4.379444006994891,3.466377803121506,11,3,1,17.32475886035269
27.903538202225405,47.36637129716928,4,5.5283035609239946,21.332962094366408,0.011177535281538642,7.154602666747475,11.06519880151522,4.16026072385757,0.8833230343087177,10.462133050109502,6,2,1,19.239896559391074
18.687770422304368,58.060872749092624,5,0.25015151890854126,18.639930417778142,3.6478406745781524,5.2940396335672695,0.47665442222122767,2.5049021898889556,0.9389586845936404,7.592142538188328,11,4,7,11.15954783881212
36.186408041575646,67.16339816199012,5,6.038779896240879,23.785057566786907,2.4917482321322515,7.249802459988351,3.357538510216834,5.451841036217533,3.367884121973133,6.899601427229757,2,1,9,19.535059109481768
23.17559963200034,54.671428552169466,6,1.4531645633662604,21.4397199456425,1.7797507920317628,7.8956431315096385,0.685033214855773,9.868708811549439,1.4389399114502048,4.722717063141635,17,0,5,14.852796000325494
31.25044568707964,55.64918724541608,3,7.985409152820871,18.906209954981556,2.9029460400361513,0.892428661788337,2.335250760257994,8.520378976782933,0.29599251917008584,4.292345544985197,18,6,4,16.443442996171132
24.23422152178822,49.817080050125064,4,8.56568196489899,19.868655145993795,1.3333269324611434,5.780921207932251,1.487800030146368,2.694743399615901,5.558792639854004,8.71172709582688,4,0,6,19.186075847345577
28.401360423556216,63.85390900107216,2,4.820935187947143,22.801405283598974,3.814664228381671,6.499440338816218,8.791939524242776,3.686118105784426,0.33593729168749964,6.906683771064075,13,5,9,19.0641332561539
28.934205586865595,81.03447168090696,3,7.832214570522986,21.13938916719319,0.2744811557896436,5.16718753944995,4.432511295532776,9.186335824978395,4.304627320173991,8.390076990323093,22,3,2,19.88743971053097
21.69708911051054,42.09170268037877,2,1.4511073548160514,19.128890091279334,2.563792762649444,1.8240939826512226,11.100531254436246,8.982949723547385,1.9979149361847581,4.547186962224412,7,5,5,14.917894330095118
37.39169255529117,86.06598232520648,1,4.92078186535646,18.617093832370827,3.109157931445094,7.95597284057737,0.28053266030484636,1.6052803844865327,5.601029790661858,6.55262277691825,21,0,4,16.220101691348876
33.502656467222295,71.34525922489378,5,3.9394426469058463,20.584646473424907,1.8765036315740375,9.974583288395984,7.835090219330136,8.292711317545335,5.916314335040562,14.953429721092,14,3,3,22.058720962951
36.78997883128378,79.3963927608018,1,6.113173870530813,20.024488252118605,3.0198734202641435,9.692702524285227,11.646537603185859,2.976079047874518,2.0125839079863974,6.784920765494446,15,6,5,21.626247423517547
35.89654700855297,63.3714415578007,5,0.44477188803159984,21.93550411489184,3.7076415915142773,7.775295649772314,2.1100646377202237,5.438031593182695,3.5466409176207723,7.365219106782588,17,6,7,15.168987022692825
29.957999576221702,76.77100208544381,6,7.521228382486274,23.551481921706994,2.975975602717138,4.181077227864215,5.3091867634269825,0.05098389290198124,4.637908527425711,2.258388809210834,10,2,11,17.858815721332327
36.437484700462335,30.97202384036803,3,0.7912928947468367,19.486381714644953,1.2374674685452445,3.373004978400221,8.42267869404329,9.985901908961551,0.7404560998997121,6.950735359056885,1,6,3,14.725023082476767
19.76985004103839,79.1028254867721,2,6.564715175301648,23.131403599697073,2.24738549887681,0.6854579910083181,7.597655991878014,7.610964696484485,4.256773823237496,11.92408743446591,9,3,3,19.772471556085545
21.919657248382904,32.40833154512199,6,0.18457225539944222,23.522771870671203,3.646414071438493,4.162863037516904,6.792325566788049,2.4173305989872453,5.437184906493965,8.70275834874504,10,1,6,15.644504862746725
18.90454577821076,83.39480258177176,2,8.318880637567295,23.41201559681941,1.7963909019299709,1.5604859773179902,3.921073524652862,6.837948941390604,1.0710152836321472,10.541590412605151,4,0,5,19.699932480236598
24.506606615265287,89.5177648343186,3,1.7469963022378132,23.712463979672613,2.7267939796628595,2.5433471350602845,8.738399442394815,2.933073628234799,5.0322605479700995,9.235177799750044,20,1,3,15.083242868475455
25.77354579378964,47.64404773060667,4,5.154974759769905,23.05265173277565,1.86205890051549,8.918867731773512,7.839063324820035,0.8945581398601654,0.6936208360256217,3.371383784865311,16,0,1,16.674654718518152
23.426980635477918,42.61911337714762,1,2.6149290372761937,21.56091603238002,0.48537662776144863,9.68525631511219,1.9536034253250176,4.253099563671303,3.4098101792536166,6.317877088392527,0,0,10,13.916427886180482
34.57475018303859,75.92180183148244,1,7.226472020610685,20.45907659226145,0.2343905435051008,9.485590004657604,11.569088775668355,6.137188624436451,2.0361820156787918,11.025030066225721,13,3,2,21.682853407197257
25.135066533871786,45.1815804552152,2,3.2135110018972126,20.95012671620263,3.809095838514749,1.9335568584339091,6.668074907281433,0.897774582110783,2.830295163437249,9.12320575589895,14,6,3,14.84386189248264
23.618690193747614,81.9337429903322,2,7.246091935883172,23.23567304926551,2.4501670936843825,9.00894208235323,6.305539212430819,5.184062985289427,1.8037931076268017,10.774493896935773,6,6,4,22.091356965142957
28.853921663164968,36.170555529448606,2,2.8487120683547653,19.808390264503096,0.4152596524899663,1.4150530090026514,10.178840131049634,5.1486423244551,1.5632362296808051,6.68234634729013,7,4,5,12.91681009974462
20.818484499495252,37.557311782761495,3,7.5247309093576,18.955570166046567,3.4297542338793523,5.076602078761498,7.6849621275477205,6.28645240613703,4.458835139446419,4.5179580966702675,15,0,10,19.707988003248083
34.043939615080795,88.74909330603694,4,0.30605496336904237,18.844915308802772,2.090772546043253,6.436633672643735,0.8937514392765031,2.4464563853046375,1.3386792885666514,12.787582479261035,12,0,9,13.029366791087336
19.491012873595416,70.43033389620028,1,2.8331133537384847,22.96196765943,3.087728448959493,4.624668731004188,6.079072485483119,0.20641483245866343,2.4504782650217143,6.891915072083733,4,5,4,14.162075944111583
37.73773873201034,80.81323346573717,6,4.986335064402789,22.568914117980587,0.5070247825016603,9.518374354168085,9.36715791472816,3.24857506725605,1.6473424759009663,10.515142923082418,2,4,12,20.659546577494
33.44489538593315,49.45976264109108,5,0.4505958191972548,20.98587204627805,3.6276417273183443,3.332127230916051,8.399761442122696,3.985811925256968,1.4318105047090302,6.956202718183696,12,1,9,14.901184108714874
21.974313630683447,70.58902497123626,3,1.8603406137127865,19.649228568552918,2.3621417587281024,5.2737766309806355,11.649224689712963,6.3574105468042665,3.7625766661243243,14.05429624459501,18,0,5,18.033022890046603
18.110442342472048,65.65450963851583,1,9.345369816412033,22.065679053255668,2.953042722996164,0.7544993547966361,0.29899535623117224,9.301718622752514,0.27257169754813515,14.895211090122634,11,6,3,20.881220826611727
34.30922856909668,66.18900720737682,4,9.768342651801893,18.23059858459482,0.12551875206741192,8.52224580078157,3.134627479684822,2.0338552278351782,4.733392422022252,10.436074408481192,18,3,7,21.05615900923929
32.13714687695234,70.9519475722633,3,7.3974994739048565,21.40936689399997,1.2612196007960126,4.133633959439447,6.589877475389105,6.873336287683399,3.277404383720329,9.827965717934552,16,4,8,19.40324717826443
32.58014336081975,64.52155038774592,6,2.5220005061691286,20.39055101243678,1.0697816575816468,7.005321155919973,7.43387758824899,0.9740090937326984,4.970624376644036,12.930750734625413,10,4,9,16.805672163162956
33.42540693371892,55.74374215815996,1,2.60517445435969,23.86715780287181,3.7983799811514833,6.822456310494182,3.2922718308929295,1.9062175555481708,1.2780959003887686,8.711013338268053,2,5,9,15.239089537431209
19.480893034681806,46.55536166283281,3,6.457903577950729,21.045361494663155,0.7413542755213443,6.762628928342468,9.921619996510369,5.0913451156959155,4.256436245043335,13.303576706797784,1,0,6,21.246075803068756
25.169314570885454,76.11487985479212,1,1.1759961659870177,21.313606514701608,2.82820690685637,5.06938278757441,1.9721735149921544,7.083775791597727,2.523503048590926,7.368197744628226,23,1,9,14.269919472390002
20.317381190502594,43.57634580019117,1,9.483093804303666,22.274175980656914,0.1710141509971721,2.7751879054784068,0.010189315460617632,8.585685359409387,0.46082386299421785,2.414662147448639,13,1,3,16.087636277975772
35.26206851751187,71.54125836926485,4,2.2481289951018457,20.90723088675388,0.7907363427769543,6.250945585613864,11.428696780513555,7.439034319796982,4.514858353273991,14.045674390172287,21,6,2,19.964176238676366
30.46596253655116,43.999969358959596,5,9.996356254254438,19.34741171566051,1.3543894170174111,9.617915038112182,4.698681533161197,0.1535278686051833,4.57312341239669,11.379870124149999,20,2,5,22.69964187502807
24.617960497052984,67.51981019726723,4,4.957337953024604,21.22366707929069,3.1780233914989666,8.339492559463139,11.489877611473123,6.839313259193571,1.6255011953429082,8.639972572170539,16,2,7,20.773133840310084
19.27116700572047,74.82469602774174,1,7.7142998899293636,23.665613225344323,3.1599063202472015,1.0876823155377657,3.335179204142688,8.246577037003068,5.496276113748703,14.28361859312447,1,3,11,20.963114766434575
24.219646434313244,43.122833334392354,3,0.021840945055572325,20.459465929010832,3.8104074469726474,0.23187401586550083,0.7613836215747107,5.255334773891381,4.583818780600349,13.527984579633262,17,6,7,13.30409686907651
24.503666440534943,33.5965980516785,6,8.887464047516419,22.07784572999804,3.667070010667539,4.989713568704347,9.270235254636278,9.655986909664092,1.8405442147403361,3.4095377046811643,22,5,11,22.22234963222075
32.59212356676128,37.858424579650446,4,2.7000204478058043,23.86820513331411,0.3260583801800654,7.7582935171473615,10.02983438190838,0.04312422443833119,1.4346536544324522,10.11716678326347,14,0,6,16.726814378161556
30.751149427104263,66.35981803626153,5,6.679367445480652,22.97953387790094,3.3194708885787834,3.1390255316720728,5.905042786171631,8.186579506243039,2.6405373342829757,8.99535379056806,11,1,3,21.603214024711704
35.744254851526534,80.96678437354413,1,8.063552807935896,21.954204798499944,1.8046943181600672,7.012382779042276,0.8862040821343755,3.3481973191919447,1.756738888667468,12.094159032527287,15,2,6,20.429551159989817
27.444298503238986,32.699809274125464,6,1.6414774055900205,22.415978929983087,3.4635443629189337,9.319212642388091,7.849608899680053,6.504497817378274,1.3021383234870443,5.909983116442788,15,0,1,18.284652081165664
20.391884918766035,74.04907554249877,4,4.42509481329229,23.61889948810245,0.35714500612452227,4.589845069346689,2.1857276937018875,6.934818944184997,2.394604543351436,2.1055034816379763,6,5,3,14.386440850760524
32.2648957444599,50.47911875700313,4,4.9383594065192336,23.75851262640214,3.2910764060293425,2.4415965623062186,10.19257857787541,3.06249016377262,0.15422533695809393,4.410194813994006,5,0,2,15.874346708974045
33.21570097233795,58.711702195171355,4,3.1211946533920454,23.813808781931975,0.6385700760030972,9.177578620802471,3.288277434506294,9.954244998135076,2.408466424088291,4.74222759157367,13,1,4,16.802259853427596
29.225543951389923,85.73157299073394,4,4.817558297289814,21.753849769215133,1.3353665202773688,4.722639640037149,10.172476683767133,1.032500280703732,1.32997576930381,5.788412832702805,7,0,8,15.48152454418362
33.41934359909122,49.91829028415073,6,3.1754565765533806,20.30826989919142,0.11539360116008668,4.078393066751101,5.123094502722232,1.5702908516865333,1.5860051218559066,6.815107028015356,19,4,3,13.449623125588772
27.875911927287817,57.92021603636916,3,3.6074774505520923,18.7989187737378,0.49491235274855416,3.5336157154092396,7.157854070977807,8.92191705251062,0.4953197173932382,11.185212321088736,23,2,6,17.08030056647824
28.45465658763988,30.820944885640866,5,6.6933117870273895,20.313288008042417,1.7829035416495307,4.230169524388131,9.474750201851595,1.1917987644487182,3.5335901018137306,2.9651833746221956,18,3,10,17.331653415100376
26.550820367170992,34.8959232002903,5,6.32593268304997,23.657732728413713,3.2733533425378813,6.736578541823582,0.485270915795176,3.812862647459686,2.8320553654358163,8.325114583592457,18,2,1,19.166226177774917
18.508382534881903,45.51549546808704,1,2.3226572579752522,23.33878248355434,3.094679085460199,4.33719627220154,9.853992074277418,7.331422118962014,4.503764267338674,8.482367857851447,11,0,4,17.57409902225954
20.157828539866088,31.671134449264464,2,8.974828847954246,21.14195797237727,0.9411910471052529,3.2422388855922013,1.6637765011859713,7.914918608357383,5.922591751076084,10.006307212284014,8,4,5,19.664525133527608
18.628583713734685,67.88251956289506,3,8.627885456713907,21.222043719563544,0.6067617962771239,7.436376655597195,4.301020262435838,9.546691768127925,0.7172040508727349,6.037116944803871,8,2,5,20.081463233267694
30.72820822527561,55.58390140809735,1,5.090833066899516,19.853522097569815,1.5570538519270802,2.0297142702439617,5.673372361332757,7.895738346742,1.6345505337205533,5.377255641578657,4,1,1,15.544805007307938
24.287119621526536,62.88871216368132,1,4.332507426957504,20.72704734042289,3.533073388851539,2.019337246408881,10.745119004023543,8.445323841197574,4.094724768269424,8.290503839061728,13,4,9,19.109794769677773
28.171413823294056,40.47883115377977,4,3.768559829841088,22.28669096363637,0.36570029665201265,6.964355365489567,0.2692875347470931,9.493760056944108,1.4238720546087054,10.574903856058526,0,5,5,17.13057008468259
36.15132947852186,47.75592176619696,2,7.072679186664391,20.414584353886752,2.171656041377401,8.667065301894732,6.710431299561424,5.536876922741142,0.1808850930984136,2.5796969268473786,2,2,9,18.456052134264716
22.9858445829775,69.82946849116351,2,6.716660572094705,19.1279032324562,0.3552299176121676,2.412108394971294,7.710270000748734,3.4343346009854434,0.6588397436877929,5.816563941463652,10,0,7,14.59673460069458
26.207658460712594,87.91816341782399,3,1.9618060693797867,21.245157472950467,1.8808484846569558,1.9112497497642955,3.7989877091888817,7.616131446665031,2.6017615647508814,12.235034094132056,20,1,5,14.920347584961233
33.11102277086097,33.025006416132555,2,6.714580313003613,19.35202146872597,0.5071660486439291,6.703058812907523,3.485841255713517,1.635415864215567,2.5847079127361634,8.294464046262302,3,6,9,16.848753648856714
22.57596330983245,83.42305925131596,1,2.5243119410203994,23.845725336075603,0.32134773999745914,6.208025217731528,5.885629902125611,0.6823167000405661,5.833828143761348,14.373735444212883,19,0,5,15.927308262121546
19.53959819657586,64.61287207867251,2,0.18558336523525565,20.342039484071726,0.763397332254339,4.472523465196122,2.245205014376071,7.853308651227691,2.7957002033866045,13.278042480476232,0,5,10,12.959385217706
23.79502905827536,63.83517400533742,2,6.99208677537377,23.457989829654696,1.0210240774750647,0.9586063984832793,5.617427155259509,9.506713580628517,4.06840624481096,6.471284723125937,5,0,9,17.440528765386485
21.22442574508009,60.01671211246562,5,6.447936024607496,19.353323979621745,1.1050615165256992,0.9178543098187342,9.18030388188177,4.4244694496637536,2.9532060102800637,11.441522941437961,9,5,5,17.93163816626178
36.59395304685146,34.163645154251,1,4.108092623743414,19.13525403183466,2.5810717889893313,7.773417890443545,10.144746049926177,1.6113345344811847,1.6195109934769596,5.5660103200251285,3,1,1,16.38827254985827
34.16240759128834,35.39261110416964,6,5.2568605591950615,21.701406774238425,0.21992750249152504,4.517691173956855,4.621936618786808,4.9702097608686255,0.6327063906876007,4.278854368181129,16,4,7,16.220603461277083
30.66807513020847,66.05472033954516,2,9.471691917057596,22.676274469819923,0.32323623962145653,8.579670912415589,7.4076205577242265,3.9331785195341142,5.154444096539381,13.453264763803466,21,2,5,23.792080069474537
35.429211803754356,50.4575142861335,2,5.9520018090543765,21.400587383114253,0.7548246459170684,5.747336515388623,0.0002462155307396685,3.7247393975849574,0.9159761666113511,6.553240640496165,20,4,5,14.710003169484743
34.07344153798229,85.03608399466084,4,6.578839353365314,19.378774101631556,3.488252276725688,6.187381412176327,6.604229804057427,6.280808399772156,0.5813616955371943,4.644434554692243,4,6,6,18.791386682192567
21.731401177720716,54.39543224156834,2,0.6391132094914109,18.227366177303978,2.5144197042529313,9.341944419085538,11.702835664709879,1.7473571471030613,1.2829716661742436,14.544694495434749,1,5,6,17.236055718905064
35.85117996979956,38.59688752215847,2,1.6599446067512524,21.70973292714603,2.9214786367518224,1.64615894039438,3.747180325934537,3.8048154869738027,0.014931835409642158,2.40337448177653,0,1,7,11.168561163841598
28.786844838313016,72.88313001012216,5,3.0095227641158817,18.78622335219329,1.4814486222306367,5.430242292969959,7.137313490510953,8.686768391067304,0.4317908989499575,6.769691546227435,15,5,12,16.144656535585646
34.14880310328125,47.60120528646059,1,5.393793180281431,20.059058322193987,0.8528813962800035,0.5813859996603477,9.147403891747356,7.296650976171215,3.8111806106046284,2.4994326245452108,6,2,8,14.063323571642815
35.92182599846986,61.52821844135359,3,7.765908959833212,22.05470852202739,0.15184544385165122,3.589250478821191,7.307196251875712,0.5558846678878915,1.4612856411473707,8.5533038600264,20,1,1,17.685683005263403
24.360069499437277,71.8699671303102,1,3.2124087778858703,18.588140643497592,1.9541424798875688,1.4809849980120515,5.021999645602072,5.139037959624872,2.031072573851526,7.215280474809843,2,3,10,13.03171170467412
20.201038490553536,84.01584667212423,4,3.5638243047877394,18.763508878703735,2.2971238569092516,1.8783596228457056,1.830906879714377,0.9129531790687828,5.011798529098157,11.368695337135849,13,3,11,15.088462356855246
22.558703250838832,77.53147168810057,1,2.5615088517374884,18.369997243844423,3.588011177510847,9.347947200605281,5.56441676949877,9.574964289485631,4.6373974976332875,14.402448352987639,21,4,3,20.13803612990697
26.542155772525128,70.58166407236345,2,2.546093292953059,23.97647477344096,3.528371914995976,6.106825282048808,3.5374105101430993,2.446406408830053,2.9534886062241767,8.755954908867448,18,1,6,15.65462603980519
34.36029531844986,70.77799094370862,4,9.488638458947966,20.322460611609486,1.6987406338890199,8.921581331898143,8.35104346513557,9.326210257134136,3.6778599495625643,5.710194506796277,15,6,1,23.86992866482788
35.21461166512687,86.7554786419252,1,6.354571796188901,23.434771006407807,1.6943117160138486,4.435201843907496,5.302953212573719,8.340084084915146,0.5148676706413278,13.338283304481426,21,2,5,20.455737203354026
18.139042610623815,47.74944584979217,4,1.5590124353994683,19.76151383054569,0.6444915868633347,5.976433466633834,10.198557175287858,5.5136443469729945,4.569568208888147,9.859017149779511,5,4,5,16.443111334479276
28.214946051551316,30.066725651771243,3,7.222485780842599,22.519215390842973,1.0297959513703634,0.3209451219292636,2.319869242718117,3.3630457284296855,3.0971488001715124,9.19529910079066,23,3,10,15.787350556002421
26.348220062975578,46.317273563891916,1,7.22021143360029,19.314399697874272,3.702654305283566,4.695022322743341,5.012641464642883,8.579466806906504,3.4256946116557643,4.451470600677576,0,3,9,18.39064440761904
22.442156209414605,43.07348277760464,6,6.664701960537051,20.989948257889502,0.5641440437408085,5.640566733437882,6.690059716737698,1.5278370093654137,3.9931617926180465,2.5276896751244258,6,3,11,17.14898828740551
20.397307346673657,69.7100751068399,2,1.347204450906636,22.94769443577468,3.874798186974606,0.16777714265544974,1.5121761123395423,1.7997411389903029,3.0010517946162825,7.998264282824598,10,4,2,11.310972841273548
24.75230342807256,68.02269598593173,4,4.079914834695869,22.898006393370494,2.0189542008607857,7.894891768236403,7.054920934013866,2.247226773668094,3.1301557811415446,8.864610050314468,17,2,7,18.21063560469574
36.858194078250385,65.60768296228343,6,1.0675633049441313,22.765684304176048,1.8264270990673244,2.954229842766055,3.4910568639309125,5.976968978461871,2.997813520937266,3.6522184240267728,8,3,9,13.01093851562008
24.464058640415104,30.974606592567223,6,8.166205040921366,22.94240647823132,0.698553522745418,4.524870749607702,2.7544461617839144,3.143252245525142,2.980904868861422,2.772156176969086,21,6,8,16.266742354952687
28.37581243486732,73.72668326703885,5,6.5517214317791925,19.268833687835276,2.646165001929923,5.356302853048245,1.702928876752137,9.891814394789105,4.501231804249938,4.80904454720311,2,4,1,19.865161100244283
32.060379177903556,49.411824749129494,4,5.072039367678184,20.89329763536232,1.8393820734489914,9.921971531284333,4.1985831076021345,1.9511303529316437,2.5632511630848,2.820278100222052,23,4,1,16.93443398911674
25.27259204758588,69.90335934039786,6,3.430154765005966,20.909228847582952,1.482652271652885,0.9918414687418287,11.14778898233048,8.056100975541542,0.017359910980422777,2.729797469009685,22,0,12,15.525670544021011
37.435641654419214,63.3947057101292,5,1.842494744944334,23.343014924087477,1.0580648743411678,5.552795622244981,0.3720703119727018,0.9583621850679558,3.672379056731293,7.774160982474305,7,0,2,12.792532994034115
